title,journal,year,volume,issue,theory,quant,hypo_testing,hypo_explicit,table,hypo,var,coef,se,t-value,z-value,OR,95% CI (lb),95% CI (ub),99.9% CI (lb),99.9% CI (ub),test,test_type,should_be_test_type,note
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,3,1,Change in recent foreign-born index    ,-81.98,56.32,,,,,,,,FE,0,1,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,3,0,Change in city/town population,-0.003,0.002,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,3,0,Change in pct male aged 15_29,23.18,22.49,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,3,0,Change in adult-child ratio,296.62,84.86,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,3,0,Change in disadvantage index,100.64,25.55,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,3,0,Change in residential stability,18.94,49.42,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,3,0,Change in pct managerial/professional work,-0.85,10.37,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,3,0, Change in pct seasonal work,-27.14,48.42,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,3,1,New destination places,-228.22,78.11,,,,,,,,FE,0,1,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,1,Change in recent foreign-born index    ,-134.54,76.04,,,,,,,,FE,0,1,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,0,Change in city/town population,-0.006,0.002,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,0,Change in pct male aged 15_29,26.95,29.94,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,0,Change in adult-child ratio,315.65,112.61,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,0,Change in disadvantage index,160.89,33.89,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,0,Change in residential stability,-28.22,65.58,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,0,Change in pct managerial/professional work,-1.92,13.86,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,0, Change in pct seasonal work,-32.63,64.36,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,1,New destination x recent FB index ,-178.12,68.35,,,,,,,,FE,0,1,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,1,Change in recent foreign-born index    ,-40,30.29,,,,,,,,FE,0,1,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,0,Change in city/town population,-0.003,0.001,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,0,Change in pct male aged 15_29,2.84,12.18,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,0,Change in adult-child ratio,11.97,45.81,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,0,Change in disadvantage index,63.77,13.78,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,0,Change in residential stability,-42.32,26.67,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,0,Change in pct managerial/professional work,0.92,5.64,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,0, Change in pct seasonal work,-3.64,26.18,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,1,New destination x recent FB index ,-93.15,27.8,,,,,,,,FE,0,1,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,1,Change in recent foreign-born index    ,-94.54,56.21,,,,,,,,FE,0,1,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,0,Change in city/town population,-0.003,0.002,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,0,Change in pct male aged 15_29,24.12,22.6,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,0,Change in adult-child ratio,303.68,85.01,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,0,Change in disadvantage index,97.12,25.58,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,0,Change in residential stability,14.1,49.51,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,0,Change in pct managerial/professional work,-2.83,10.47,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,0, Change in pct seasonal work,-28.98,48.59,,,,,,,,FE,0,,
"Immigration and Crime in the New Destinations, 2000_2007: A Test of the Disorganizing Effect of Migration ",jqc,2016,32,1,0,1,1,1,4,1,New destination x recent FB index ,-84.98,51.59,,,,,,,,FE,0,1,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,AGE1,,,0.02,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Violent crime,,,0.02,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,1,ICC,,,0.03,,,,,,,2FE,0,1,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,1,ICC,,,0.6,,,,,,,2FE,0,1,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,AGE1,,,0.06,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Police,,,0.16,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Police,,,0.19,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Age2,,,0.25,,,,,,,2FE,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Police,,,0.38,,,,,,,2FE,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Police,,,0.38,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Age2,,,0.51,,,,,,,2FE,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,AGE1,,,0.52,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,1,ICC-1,,,0.58,,,,,,,2FE,0,1,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,1,ICC,,,0.7,,,,,,,AMG,0,1,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,AGE1,,,0.75,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Violent crime,,,0.76,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,1,ICC-1,,,0.88,,,,,,,AMG,0,1,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Violent crime,,,0.89,,,,,,,2FE,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,AGE1,,,0.93,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,AGE1,,,0.95,,,,,,,2FE,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Violent crime,,,0.97,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,1,ICC-1,,,1.01,,,,,,,AMG,0,1,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,AGE1,,,1.09,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,1,ICC,,,1.12,,,,,,,AMG,0,1,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,1,ICC-1,,,1.18,,,,,,,AMG,0,1,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,AGE1,,,1.19,,,,,,,2FE,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Police,,,1.4,,,,,,,2FE,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Police,,,1.43,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Age2,,,1.44,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,1,ICC,,,1.52,,,,,,,2FE,0,1,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Police,,,1.63,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,1,ICC-1,,,1.64,,,,,,,AMG,0,1,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Age2,,,1.81,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Age2,,,1.83,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Age2,,,1.85,,,,,,,2FE,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Age2,,,1.85,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,1,ICC-1,,,1.89,,,,,,,2FE,0,1,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,1,ICC,,,1.96,,,,,,,AMG,0,1,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Violent crime,,,2.06,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Incarceration,,,2.2,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,1,ICC,,,2.24,,,,,,,AMG,0,1,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Police,,,2.33,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Age2,,,2.36,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Incarceration,,,2.56,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,1,ICC-1,,,2.58,,,,,,,2FE,0,1,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Violent crime,,,2.6,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Crime-1,,,2.67,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Violent crime,,,2.88,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,AGE1,,,3.03,,,,,,,2FE,0,,control variables are not mentioned in result section
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Incarceration,,,3.04,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Age2,,,3.07,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Violent crime,,,3.21,,,,,,,2FE,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Incarceration,,,3.32,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,1,ICC,,,3.36,,,,,,,AMG,0,1,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Incarceration,,,3.6,,,,,,,2FE,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Incarceration,,,3.83,,,,,,,2FE,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,1,ICC,,,3.88,,,,,,,AMG,0,1,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Incarceration,,,3.96,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Crime-1,,,4.78,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Crime-1,,,4.94,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,1,ICC-1,,,4.96,,,,,,,AMG,0,1,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Violent crime,,,5.32,,,,,,,2FE,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Police,,,5.36,,,,,,,2FE,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Incarceration,,,6.18,,,,,,,2FE,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,0,Incarceration,,,9.69,,,,,,,AMG,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,2,1,ICC-1,,,15.55,,,,,,,AMG,0,1,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,3,0,AGE1,,,0.21,,,,,,,???,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,3,0,Police,,,0.27,,,,,,,???,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,3,1,ICC-1,,,0.38,,,,,,,???,0,1,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,3,1,ICC,,,0.41,,,,,,,???,0,1,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,3,0,AGE1,,,0.65,,,,,,,???,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,3,0,Police,,,0.7,,,,,,,???,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,3,0,Age2,,,1.6,,,,,,,???,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,3,0,Violent crime,,,1.72,,,,,,,???,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,3,0,unemployment,,,1.85,,,,,,,???,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,3,0,Age2,,,2.02,,,,,,,???,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,3,0,Violent crime,,,2.22,,,,,,,???,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,3,1,ICC,,,2.63,,,,,,,???,0,1,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,3,0,unemployment,,,2.74,,,,,,,???,0,0,the hypo is about after controlling for unemployment
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,3,0,Incarceration,,,2.81,,,,,,,???,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,3,0,Crime-1,,,3.16,,,,,,,???,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,3,0,Incarceration,,,3.28,,,,,,,???,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,3,0,Crime-1,,,4.96,,,,,,,???,0,,
Addressing Unobserved Heterogeneity in the Relationship Between Crime and Consumer Confidence ,jqc,2016,32,1,0,1,1,0,3,1,ICC-1,,,5.7,,,,,,,???,0,1,
"Telling a Similar Story Twice? NCVS/UCR Convergence in Serious Violent Crime Rates in Rural, Suburban, and Urban Places (1973_2010) ",jqc,2016,32,1,0,1,1,0,2,1,NCVS urban,,,-1.588,,,,,,,Augmented Dickey-Fuller test,0,2,
"Telling a Similar Story Twice? NCVS/UCR Convergence in Serious Violent Crime Rates in Rural, Suburban, and Urban Places (1973_2010) ",jqc,2016,32,1,0,1,1,0,2,1,NCVS suburban ,,,-1.428,,,,,,,Augmented Dickey-Fuller test,0,2,
"Telling a Similar Story Twice? NCVS/UCR Convergence in Serious Violent Crime Rates in Rural, Suburban, and Urban Places (1973_2010) ",jqc,2016,32,1,0,1,1,0,2,1,NCVS rural,,,-1.546,,,,,,,Augmented Dickey-Fuller test,0,2,
"Telling a Similar Story Twice? NCVS/UCR Convergence in Serious Violent Crime Rates in Rural, Suburban, and Urban Places (1973_2010) ",jqc,2016,32,1,0,1,1,0,2,1,UCR urban,,,-0.819,,,,,,,Augmented Dickey-Fuller test,0,2,
"Telling a Similar Story Twice? NCVS/UCR Convergence in Serious Violent Crime Rates in Rural, Suburban, and Urban Places (1973_2010) ",jqc,2016,32,1,0,1,1,0,2,1,UCR suburban,,,-0.99,,,,,,,Augmented Dickey-Fuller test,0,2,
